Sentence,Label
charlie as expected buildings in thetford i've got quite a lot of people in the camp site at brightwood is empty now moving to assets to thetford over,Situation Awareness
this is alpha b i can see the fire at 26 and 25,Communications
charlie at anecdote of my article is about a wrongful arrest which seems to have caused some sort of local outrage but it's listening a number of ok so the individuals that were arrested were or him hanley and swanton and they are now in custody in castleton so potentially i do not know risk of demos in castleton but nothing really that conclusive in the article,Intel (from newspapers)
this is bravo i'm sending one of the water tanks to fill up so there's only one water tank near greenhill single dropped behind the fire in trying to get out of it in greenhill yeah copy the same as i've got more fires on the way we seem to have a no on the screen saying just finished english but i'm still showing red square i think why 30 is quite a dangerous by because it will go through the forest into oldtown and new town and,Situation Awareness
charlie i would like to suss out the population density areas if everyone would mind having a little look at the main buildings ok i'm heading that also obviously are newspapers are actually important now so just to confirm it school shopping centres and religious areas at the religious centre in breydon 37 people at the house in thetford 0 people in the large building in astley someone checked colvin if we haven't even know people seems to be just as populated as last time so 30 plus people in each large building united a grid references t3 and z 20 and 3 minutes will be a good night at grid references c3 and z 20 and 3 minutes i'll send units 12 c3 sending you at spawn 5 to the 20,Rescue words
bravo tool unknown,Communications
alpha delta six or,Communications
will send to firetrucks in between inward have one firetrucks in on the campsite wildwood  over,Situation Awareness
alpha ok and what are you just staying still bottom row of winter clear of the persons5 kg 25 inch wood moving bh6 into position go to s3 just need to move to the right out can b7 move to f2 which is on j36 only if 36th that's gone out removing f32 36,Communications
charlie i'm not too fussed about customer just got one more building to check but i think i've cleared it over,Situation Awareness
charlie prioritise the health the lord buildings in biggin hill that you can when you when you've got that water back,Fire words
y vehicle to the church inn brading to check the people there i think i should move my alicia couple of my fire engines to braydon to the of with the wind coming from that direction the north northwest corner,Situation Awareness
allocated malton yo17 up to the small tenders to regroup with the three-quarter set up there other oscar 38 one person the wind has now changed it's going to be coming from a northerly direction pushing south swanton claire standfast 1 pax at oscar 38 and 1 pax at papa 40 winterfold clear probably about 24567 people spread around winterfold and will send both my recover,Situation Awareness
bravo this other do you still have your bowser in the centre of lowtown,Situation Awareness
this is how i think firetrap 4 and 5 doing sterling work in the middle of the fire but i think to try and stop it spread if we get round the south like the south and a little bit of a u-shape and we should be able to contain it over,Reasoning words
bravo should a reconnaissance of where the cops denston and worthington and identify the minimum population so i'm constraint effects up to your location nova centre in holvern is empty,Situation Awareness
roger on deploying a team 12 whisky and c3 noting the wind direction is north west to south east that recommends team to is the lights to block the fire from game from zulu into denston managed to confirm that you're supporting team won or whisky with bowser 7 over,Action words
after always there anybody worthington do we know about all night after all that and no people or we do not know,Situation Awareness
bravo i've got to tank to surrounding the campsite in wildwood,Situation Awareness
do you want to try and do as soon as we can do recce of a particular town,Action words
yeah i see it now qm yes that,Other
what was the slade and it would default,Other
charlie to fire a e232 all logistics near hanley is refilled and ready to re tank people need it or relocating sticks near peak angel 2aj 22 all logistics is moving to refuel next to winterfold,Rescue words
this is alpha we've made an assumption that the religious coincide with the football team it might be there it is entirely possible that the fire might be near holvern because they might not they might just be my not be connected events but it might be more likely perhaps that a religious thing is an oven that's true depending on wind direction though we might be able to this calvin if the winds coming from the east noted so over,Situation Awareness
charlie actually do travel and then oldtown,Situation Awareness
roger standing there now talking fire now in the southeast with my call santa looks like the fire just west of winterfold is going north west towards malton never project winter change southeast to northwest from southeast to northwest over,Situation Awareness
check-in houses over,Action words
this is alpha my newspaper report is about hospital in lowtown  and that's probably over,Intel (from newspapers)
charlie the campsite at wildwood  over,Situation Awareness
alpha enroute over,Communications
also for,Other
of,Other
charlie at,Communications
charlie can you move nine down to blackhill to start looking in there please yes i suggest we we send some people towards black he'll just in case that fire heads to the southeast or weekend at centre play,Rescue words
bravo seen heading that way,Communications
bravo will do i clear the personality so that is not,Communications
bravo to all the pine forests of brightwood and south of langdalewood will spread quickly as well be quicker than the fires in those areas that suggest that holds that might be a quite critical location and anyway the fire starts to alright i'll send one out another one at the church as well and i place my fire engine to the east of the grey box in a square uniform and 9/2 all that i'll keep both water trucks is because the moment we do not know where we're going so i think i'll keep both centrally and an opposition amount as the fight starts so confirm,Reasoning words
bravo confirm,Communications
charlie on 100 people in the church in holvernanother,Rescue words
charlie conquer,Communications
roger moving towards x 12/7 i need to refill a bit,Communications
charlie i think i found the western extent burnt out a ground in on the x-ray as a vertices it doesn't seem to be getting any further west knowledge,Reasoning words
alphafoxtrot11 hospital steel fully man constantine taxs over,Situation Awareness
charlie is,Communications
this is how far is that implicated at all bear in mind the actual undressed the false arrest happened in hanley that might be the location of a protest yeah i think that's the possibility as,Reasoning words
bravo just a suggestion maybe teams 2 and 3 to the linkwood castlehill underwent area and team to castleton to record areas osprey talon 22 teams for this scenario team one being firetrucks 1 2 and 6,Situation Awareness
bravos knowledge i'm leaving now back to the church but,Communications
private all wind direction has changed it's now coming from south end in north so it's edible even started we need to protect the great fire break try to hold holbeechwood,Action words
alpha for,Communications
this is bravo my article is about squirrels thriving in the woods in firwood and how the squirrels are yeah they're in this office safeguard and protect the wildlife kind of thing looking at this girl the bass there in with the pine trees which burn 3 times fast as well the other areas are the newforest which has got many pints is in a campsite and then some watch wychwood campsite so might be good ones,Situation Awareness
this is alpha the hospital at greenhill has 112 people over,Rescue words
y at there to get them out the way over,Communications
yeah i'm on the first on the south high-rise with truck 9 evacuating 3 people as we speak other rather team in zulu 21 contact with fire3,Rescue words
1 fire 2 am 4 and 1 to 25 second person recover,Communications
alpha i am just sending that one of my units to the large building in castlehill crescent in large building in castle heading to swanton hospital units both logistics vehicles one near pe21 aak 39 units fire has started scented at p21,Situation Awareness
roger all reminder the wyrewood that 104 pax so priority to protect police station in castleton now in it but wind directions to look after hanley and wanting over,Situation Awareness
charlie i'm slightly confused by mine it looks report it promo for an international steel manufacturers conference a give any location or time other than the issue date which is september the 13th wednesday about that indications of that question anybody anybody upset about that is that,Reasoning words
i was going to say one upgrade hill and the other is asus in round woodside would,Situation Awareness
this is the fire looking like it might building,Situation Awareness
charlie's so fire at c3 is going to be a priority not forgetting 20 but haven't found a lot people there at the moment after borrow can you get a logistics near c3 get to religious area in holvernu nderneath holbeechwood to see if we can let it go or need to save someone,Rescue words
charlie receives i'm focusing rescue on that bit at the moment just because there's more people there team reshaping fire towards langdalewood use the birch trees shall we align along the column half yep great idea,Situation Awareness
all,Other
this is alpha can we send fire-truck number for a number_6 up to check malton and i'll try and focus on this fire down here over,Action words
at place on kilo 11 yeah pretty sure it is now burnout braiding was completely cleared by epping to one person at least has died otherwise bright with clear langdalewood is clear and the rest of the southeast is over,Situation Awareness
this is charlie at located and rescue dan swanton head and both units back over,Situation Awareness
just reactive what comes in,Other
alpha that s3 has 27 people in it i've got quite a lot of people in the large buildings and shovel but the fire wasn't heading that way so i wasn't really that time how many people did you find in charville so in travel the at for big buildings top left 26 middle 27 top right 32 bottom right 13 now that case we make him child the priority at least another two fire at,Action words
this is got i've you i won't obviously past location for awestruck well if you need me to send to someone let me know thank you provident over,Communications
this is alpha can you move your water truck eight down to the fire near firwood over,Situation Awareness
bravo there's 106 people in the police station,Situation Awareness
charlie also out just left of castleton all units is out of water and sending 7 now,Situation Awareness
charlie to all the people gone from wild where does anyone else know where people are heading towards castleton medicine support in beaconhill required as serum buildings,Action words
charlie great for that first fire surround p,Communications
charlie big international conference going on so oldtown and charville are probably two occasions for hosting that over,Intel (from newspapers)
just a bit of cover,Communications
lottery been through the town people,Rescue words
bravo where you're going to be one of my units are next to winterfold search castlehill i've got one firetrucks surge on underwood and one set your winterfold and no one in castlehill couple of people in underwood so far is going to move towards malton by the wind alcohol move my free towards malton to deal with the fire just i'll make mine too ok 39 area officer,Situation Awareness
a coffee i will split fire trucks then one to worthington due to its proximity to the woods and they want to holvern but it's actually approach breydon all church and breydon is empty,Situation Awareness
a long time to even know 10 people from a building into the safe zone and some of the buildings in take 100 people so the small building yes for large buildings we can have to take the light building over,Situation Awareness
roger if we if we send units to single units to thetford and worthington breyden and holvern that should at least get some of it done yeah,Situation Awareness
charlie thetford rescue has a loading head and back there rescue secondary gina is unloading and no head down to worthington unless you'd like me to denston in again this i think denston is burnt out so worthington the next stop,Situation Awareness
this is currently can't find any greenhill think we may have contained it but if everyone could keep searching round and i am in a h 15 and there is no fire in my little square around that it is play i'm a v8 and there's no fire around there i'm also around the grey rescue point there's no flies i can see they're either,Situation Awareness
alpha can you confirm your fire-assets thank you and where your other tanker is going over,Communications
bravo with the sights in which order newforest clear which would was newforest unchecked,Situation Awareness
the newforest is likely to burn,Situation Awareness
this is bravo i will do that as well but a water tank7 is in the p-26 should you need it thank you very much i'm going to fill up both my trucks all of my trucks at number_7 and then go ahead north with you guys rg24 paint that would be appreciated,Fire words
charlie 3 move my 300 forward an hour in the delta 25 started it already gone into echo windings are at a echo 2 and 3 and delta 3time in echo 501 and then i need,Situation Awareness
bravo wrong,Communications
this is alpha thank you i'm moving my engine to number seven looks like a firework been extinguished now love still got bits squares ok so i'm sending my bad herself i'm sending an engine to another 7 turkey at wakefield i'm going to start backward winterfold  are we hello no delete this southway got a northerly wind now so yeah potentially yeah that that no it's fine my he has put into winter felt so good shall,Reasoning words
ok,Other
here mine is about a community group in to keep a hospital from closing in lowtown at the hospital in low town is solve fack,Situation Awareness
charlie your fire fighting unit can it go to the hospital in green hell in the north east of focusing on the fire plan for uniform 25,Situation Awareness
this is bravo i'm getting one of my engines on to the tent in trenchwood  has one of the fires is up north the earth wire j24 i do not think it's going to head out that we haven't already cover,Reasoning words
charlie's can you give me delete outro high-rise at beaconhill and you know should be ok over,Situation Awareness
bravo just south of where you were when i buy it was just a little unit size on fire coming to beaconhill little units moving the wildwood  based logistics the refill in the corner,Situation Awareness
this is as the firing of the town the other car do not think i've got disability and now the fire is just on the outskirts of sound,Reasoning words
charlie confirmed play fire at yankee 30ml piraja at,Communications
bravos i'm just cleaning the last people out of denston to that area is now clear of all personnel i now have eyes on,Rescue words
bravo oldtown lodge buildings have a total 3 people within awesome 0 in the church at greenhill,Situation Awareness
bravo to all using water to investigate denston doesn't close after all noting wind direction is going to say east south east is the direction of i will go over,Fire words
charlie here just double-checking but it doesn't look to be any your suggestion sounds right with the big buildings are so i would infer them that travel cos it's got for industrial units and houses is morfa commercial centre because oldtown has builders and many more houses so that sounds good to me,Situation Awareness
roger moving around now and the hospital in greenhill has at 112 pax,Rescue words
charlie i've got firetrucks in the north waiting to meet the fire between beaconhill and it's direction both evacuation trucks are on their way to save locations for the follow to put the fire out in force into the campsite in wildwood  it won't return so no need to return my rescue trucks there was 76 pax left there to be successful fight in there i think and evacuation help i'm sending my trucks to refill on the central water bowser able to move down to hanley so i can replay it moving if you could put it on h37 and i can replen central over,Situation Awareness
y vehicle to denston and then you are fire engines to focus on the fire in it going to denston to get those people out recover,Rescue words
this is alpha is that castleton could be either but castleton police station is closer to where the wrongful arrest happened you have a point so should we do some to just find out where the people are called then we can infer where these things actually happening i think that's a good shout ok,Rescue words
charlie sheen no wind direction the winds just moved southward to people in the top building of the cops so no one in the buildings in esterly for people in total in lowtown  there is only one person and all turn and dust was the fire,Rescue words
after all that confirming loads empty over,Communications
individual at 15 or 1 individual app it's going to be 13 or 18because there's so many of them could somebody check newton please because in the fire it's going to get it might get the bottom of charville is going to get woodside and i'll turn in eaton yes,Action words
this is charlie in the case of fire in my location on denston and i've got a full tank still have the top 2 having one in each epoch is a low-risk target,Situation Awareness
charlie oldtown is moving dented news,Situation Awareness
charlie there is a brightwood with the necessary chat to people to check it only one wind and down that brightwood iris tired near holbeechwood on the top of that five we can,Rescue words
i thought you were going to say that,Other
roger sedative her,Communications
i 'm keeping my spare bowser in astley just checking numbers of personnel there unless we need it for anything else 8 is currently in thetford will move closer to thetford act if the rescue vehicles can occupy any of those three big buildings and they got 30 on people in it currently in a kg 9 northernmost building my little one is in denston just going the last building given that fire is likely to the second fire excited to go in holbeechwood i've got my bowser and operate which is available for resupply on kg 10 that going to be available for resupply awesome thanks,Action words
this is alpha fire started remember the wind blowing from the north so let's try and get the south side of the fire over,Situation Awareness
charlie ok i think so the two buildings not the big button stop the middle one the am25 the 226 and the left one row 27 just a laugh 126,Situation Awareness
roger and,Communications
this is alpha the fire seems to be building again down south but i do not think anything is in immediate danger over,Reasoning words
charlie agreed i can use water can you move order 822 thetford please,Situation Awareness
castleton which units are moving up to malton we have to use fire-unit 84-85 up to malton,Situation Awareness
charlie at we might have to do a split call otherwise i'm going to risk both areas getting over,Communications
all it pays me the stopping the fight on the z-axis on the bed i can't see the northeast i will investigate properties on the western edge of newton after yet i'm fighting with my right now it appears to be containing over,Situation Awareness
alpha thanks,Communications
bravo are you sending a message to greenhill or are you going to keep them down around you 25 over,Situation Awareness
there and one down towards oldtown all my firetrucks have full so,Situation Awareness
bravo water truck 7 is a a g33 and water truck 8 is moving to you 20 to fill up with water itself so come and meet you soon if you could give me an approximate location towards you 20 as well just to fill up and then i'll see where we are in a minute,Fire words
bravo there is no people in lonsdale wood and said 20 in 3 minutes to be ignited at grid references c3 and said 20 in 3 minutes,Rescue words
this is alpha i've missed someone but i appreciate that is anyone there,Communications
bravos norwich considering and i will block one two and three for x-ray and regent greenhill over,Situation Awareness
this is alpha i'm up there but i do not know we never actually worked out how many people in castleton so i'll only move the one in there is quite a lot of people up there and it's moving on firetrucks as a water truck towards therefore refill please what's truck is on the way,Situation Awareness
charlie here report saying there's a religious sunday it doesn't say where they on the map ok so possibly people around the church in breydon or holvern i have a newspaper report that suggest that the football team of the breydon strikers that really quite happy with themselves so i think the sunday is probably going to call be part of that so i reckon it's going to be the church in brayden yeah so i think maybe focus our efforts on people and brayden but also looking out for the in places like thetford and worthington shopping centres,Situation Awareness
roger personal vehicle in the north choice autos personal vehicle at worthington now over,Situation Awareness
charlie and sending a water tanker to your firetrucks moving part i think the fire oldtown is burnt out so i'm now heading to woodside i think that's the only private cherry ok i'll leave it near woodside both water tankers to woodside at,Situation Awareness
alpha looking at winterfold there's a fire whisky 20 that's all going but those houses were checked empty over,Action words
bravo i wonder if it's worth investigating winterfold beaconhill or malton with the buying it and then using water units already in its domestic italians want over,Situation Awareness
charlie i have handful of people over,Rescue words
this is bravo i actually need to go refill the water tank and the stuff out the clock receives most of the buildings in,Situation Awareness
this is alpha i think we may contain the fire up and green hill i'm going to just had one towards charville just to check it hasn't spread over,Situation Awareness
charlie just for a train from last time so it's very difficult for me to be back great buildings i said she can't do the big buildings the small buildings are trying to evacuate if required into the larger buildings shelving to a safe area so i focus should be on trying to protect any large buildings over,Situation Awareness
100,Other
have sorry thank you moving full water,Fire words
charlie three-in-one mostly out of u745 and 6 on its way and come back in place to refuel 1 and 3 recommend to move down to 8 67 is coming to you for when you need a refill,Communications
bravo to fight to the west newforest burnt out over,Situation Awareness
charlie there is about 6 people in low town so sure about you,Rescue words
roger in which case i pretty sure that's that's that nicked other agree bowser on kg 10 if needed denston i've got a vehicle in worthington commencing search there other app with my other vehicle and remove to brydon and continue my clearance there where we setting up for the second fire i think if we screened the inside of worthington then hopefully the final continue to go down to the bottom corner and burn itself out confirm eastside westside worthington we want to check to make sure check in the hospital and the large building in worthington probably roughly want to be sitting so from ad eastward's all of those buildings are clear in worthington ok will let that case let's go to worthington so clear the hospital now i'm going to keep engines two and three in the centre because i think the fire if it's not hit lights out i'm going to move engine north of denston sort of south of holbeechwood i  would recommend once we've cleared that worthycopse all vehicles stay in the vicinity of breyden epping and holvern eastern side of the map is not now going to clear the green engine to you i've seen burnt out fire to the east of breydon screen 28i,Action words
bravo he moved lima 712 travel done out after i'm going to reply foxtrot six and an assist,Communications
bravo vehicles on route to my location to one person deptford would go for the 37 people in the bottom left large building in thetford chorley coat and 10 people,Situation Awareness
act do likewise are cancel one of them large buildings in malton 6 there now over,Situation Awareness
understood i'll do the rest of the edge of newton  then moved to blackhill depending on number of pax,Rescue words
this is charlie i'm infected and starting to like people i run out of water near denston is your water truck able to come down,Rescue words
bravo eight because there's a lot of people in charville over,Rescue words
bravo assistance oban fire spreading north and east be advised that hospital al millions can someone remind me where the masses civilians were in holvern please,Situation Awareness
alpha we find the one of the buildings at malton surely if you are about castleton is pretty much burning turn off my f1 and f3 out of water out for some issues and search buildings people in the building bolton so just going to leave that fire there's nothing around itso where are the most people at the moment to,Fire words
this is it has the 10 in newforest been checked as,Action words
roger my callsigns 5m heading that way now to deal with,Communications
roger so got fires to do within winterfold over,Situation Awareness
charlie how are fires looking one up top left seems alright bye-bye newforest is spreading quite heavily,Situation Awareness
alpha left-hand side say again if you could check westhill lowtown  yeah ok yeah i've got a cottage hospital that's been going to be kept open which has been kept open so lowtown  and greenhill likely they have people in them out of a yeah i'll take esterly  westhill malton and,Rescue words
rather copied half term i can't see any anything i know you can't ignore me still tracking down at astley appeared clear of any fire does a langdalewood higher after all campsite in brightwood empty at all living or 5 minutes back to central location child keep my personal vehicle in the north and move once the self having just double check that forever,Situation Awareness
charlie as expected buildings in thetford i've got quite a lot of people in the camp site at brightwood is empty now moving to assets to thetford over,Rescue words
charlie over,Communications
allcallsigns 57 needs to check on my water,Action words
this is bravo can everyone double check that are firetrucks are filled with water,Fire words
7 other,Other
i think your location if you need me to go to kerry to let me know,Reasoning words
tight,Other
bravo too selfish to confirm your grid square feet because it seems to be frozen on my screen over,Communications
this is off you've got your truck number_7 moving to the same location as my number 3 can you change it's like the other,Other
bravo you were saying that you're struggling to die or said you two want to park one or both of your engines on the high value targets or similarly,Communications
charlie my vacuum truck on the way contacted the way you said it's also in,Communications
roger that now threatens the largest population in wildwood,Situation Awareness
charlie all good for now,Communications
roger standing there now talking fire now in the southeast with my call santa looks like the fire just west of winterfold is going north west towards malton never project winter change southeast to northwest from southeast to northwest over,Reasoning words
allocated malton yo17 up to the small tenders to regroup with the three-quarter set up there other oscar 38 one person the wind has now changed it's going to be coming from a northerly direction pushing south swanton claire standfast 1 pax at oscar 38 and 1 pax at papa 40 winterfold clear probably about 24567 people spread around winterfold and will send both my recover,Rescue words
after always there anybody worthington do we know about all night after all that and no people or we do not know,Rescue words
bravo should fire-units 2 and 3 be heading north given wind direction of south to north and fire starting north of your current position to me that was to have a house units in 3 sorry i mixed up the grid references so sending over,Situation Awareness
and i need to just confirm the bright wood campsite and trying to make sure we do not move everything to the north like we did last time and then forget that far at brightwood that could hit parade in holvern,Situation Awareness
charlie organ shopping centre so might be worth just checking the large buildings for numbers and,Action words
bravo your fire-truck ng12 the fires already spread further east than that might be best to get it sorted north east of forward to protect child over,Communications
alpha can be prepared to send spot you are aware moving quite quick to greenhill and fire spreading towards lowtown  from the central location i'm going to my two units to the southwest of the direction of travel of the fibre lowtown  cleared of civilians a fire seems to be having the direction of lowtown  other suggest you can give me a hand greenhill not showing the number to villiers better lowtown  empty so i should be able to deal with that one of it hi,Situation Awareness
bravo acknowledged,Communications
bravo he said one water bowser to breathe in and want a thetford that it's put the i will just keep all the fire-asset central until we know more about whether i was kicking off,Situation Awareness
charlie i'm heading down to denston and worthington i'll have to counter such as checking worthington and when i'm dancing,Situation Awareness
thanks,Other
charlie continuing rescuing around thetford fire looking kind of manageable your later station by u2 for when you need it 8 to the buy one so i can refill it hasn't got much left but 7 is currently off to refuel 7 on its way to act as refuel,Situation Awareness
bravo yes please,Communications
bravo can you follow the seven please,Communications
allcallsigns a blackhill is now vacant i'm not worried about blackhill over,Communications
roger i send my rescue vehicles to hanley beaconhill as the slightly further away once and i will try and identify if there are people there and also my last one to malton so that we've still got everything else entered my,Rescue words
bravo all units i think i'm going to put 15 fighting it between malton and when to fold and 1 between 1 angel recommend,Reasoning words
bravo can suggest slightly alternatively if you go astley to thetford note in the wind now west to east if you start east and head west and will limit the trial someone record vehicle to holvern 12 worthington and my foxtrot 62 denston over,Reasoning words
both of them rather do all 100 pax at wyldwood campsite that's 104 pax at wyldwood campsite in 9 of the fire limited personnel approximately 8 down after all heading to the fire and a case 39 over,Rescue words
charlie it would be fantastic help lowtown  and then like esterly  in westhill i'm not quite sure why i need to know about there being red squirrels in firwood as well as possibly here saving human lives travelling woodside might be busy then,Situation Awareness
bravo tanker in the same location as for,Communications
bravo received,Communications
a copy,Communications
bravo gone instant and wrongful arrest in swanton the individuals taken into custody at castleton and maybe some rest are just off to castlehill and resident so warns not to leave keys at cars unlocked and then we'll the terriers,Situation Awareness
just to have a look and see what's in there a,Other
personnel from town can somebody confirm where the fire is spreading north of newforest over,Situation Awareness
charlie thanks for that is the current front of a fire i'm not everything i'm saying is just either empty or black i do not have the fire it's sort of still going on p40 i'm currently putting out a fire do not you 40 i'll give you 40 then and hope that it won't go any better over,Communications
alpha do we have eyes on the phone then office,Communications
at recommend pushing 5 and 4 down to 6 and 7,Other
this is charlie so do you want to take holvern breydon and then worthington worthington nearest to the drop-off point for safety if one of you guys,Situation Awareness
bravo great,Communications
roger a place in the south also our fire in south is spreading both north and south simultaneously my water bowsers doing a handover,Fire words
to denston in there myself thank you very much for trying to keep it under control going to my screen for what i can see breydon looks so much safe at the moment,Action words
roger in which case you want to move it in the vicinity of papa 20 this we can get eyes on and use that as a record screen record a green over,Communications
this is charlie i think if we can try and chat with the fire hydrant popularity areas and try and rescue from the least populated that just giving how slow is get them on the firetrucks i got more chance of rescuing in small towns if we can protect the bigger ones if it got the firetrucks to do it but we can change that up if we need to,Action words
bravo to a while but the fire spreading from where to locate current location shrawleywood to winterfold in winterfold under threat haven't cleared the south sorry,Situation Awareness
bravos water truck up to firwood facility there off please private all water truck will be lena eight or shop weeley mate all signs personal vehicle is moving to oldtown and new town will look to the properties on the edge of the connotations over,Situation Awareness
charlie wychwood and what would,Communications
roger all reminder the wyrewood that 104 pax so priority to protect police station in castleton now in it but wind directions to look after hanley and wanting over,Rescue words
bravo to royal visit to a shopping centre anywhere there's large worthington denston thetford that's most likely after all might be worse than looking at breydon thetford and worthington jewellers but these up i'm have to take breydon thetford cos i've got the rescue vehicles so the three large building services potential 400 pax i'll head to worthington 151 water truck by the central area and a 1 water truck who plays that,Situation Awareness
bravo 1 tanker already on site in mike 15/15,Communications
this is alpha slight recce breyden and nothing yet i could would you be able to do those two and also thetford since epping is quite small and the two houses in langdalewood,Action words
here and it's completely yes i am currently positioned at had the chance of that it is indeed auntie i can probably move what about engine stores beaconhill if that is necessary although watching the fire door it does just said he had himself her to shrawleywood face the confirmation i'm just going to be sweeping unless one of the bottom two big houses in beaconhill for the people i should be able to do that out when provides more of an issue but it doesn't seem to be as as at risk of fire,Situation Awareness
alpha ek016 is that all run straight and to hold the note has anybody done right words can say it's going to be there in a second but we do have 106 person holding church which is on the right path ever with an hour i'm going to send mine to the northern edge of holbeechwood make that the southern,Situation Awareness
ed in as the wind direction is heading west i think we should work under the assumption that wildwood s is hazeycopse music festival for some reason it's telling me that beyonce bruno mars and kendrick lamar are going to be playing so i do not know if we need to fack do anything just my samsung be a fat information to relevant it's just give me that there's an awful lot of people in which case it's probably going to  be easier to just have an engine parked on that single tent rather than me trying to calculate i didn't also the last two times the directions to be the opposite of where it started in the stage i do not know going to be consistent but it's just worse than one day i just,Action words
this is charlie i think if i've gone ahead souls while there's no one in castlehill underwood i'm happy to try and continue rescue in the ones in winterfold and beaconhill how far is a good plan i think if we managed to sort of save marvin i think the next biggest is wildwood  said that in the forest,Reasoning words
bravo there's 106 people in the police station,Rescue words
bravo i move my bowser at 8 to langdalewood to check,Action words
alpha kg 934 people those three buildings in thetford have got 100 people between them understood how felt of holbeechwood clear,Situation Awareness
this is bravo check water levels there's a water check on track on q9,Fire words
ready to chat my music my news article is about a school teams football success and it is for the count of breydon centre the map other than that studying the celebration copies my news article is about a royal visit to local shopping centre but doesn't say which town so potential for large number of people in a single town,Intel (from newspapers)
bravo checked malton and there's any singleton police station is my priority 106,Action words
just seen i'll send fire truck substantive wildwood rather than just one,Situation Awareness
this is alpha no i do not have fire-truck down there is heading back into the fire to get water i think it's probably passed the newforest in to newton,Fire words
alpha i'm already there so i will move my engine back momentarily ok i've got a fire-engines on gt2 and on of a diva fire asda why the fire is currently yes as by the fire is currently at 20 and 0 to 27,Communications
this is how far anybody in that big building a castlehill to the hospital yellow ok so those grid references put malton castleton castlehill at the most threat,Situation Awareness
charlie barbecue advisor56 please,Communications
charlie i've got a religious meetings large gatherings doesn't specified occasions but there are two churches at breydon school football team so time is going on so finchley urban areas but if it's stored it could be out in the woods as well,Situation Awareness
roger moving foxtrot 62 swanton to check the fire spread that way of all fires,Situation Awareness
bravo mine is so just the red squirrels live in firwood and there are endangered,Situation Awareness
a long time to even know 10 people from a building into the safe zone and some of the buildings in take 100 people so the small building yes for large buildings we can have to take the light building over,Rescue words
this is why there are 8 people indexed in,Rescue words
charlie to get looking are sitrep do we agree that we can just that down with a god's eye view just to what i'm doing now what i'm doing next home the top right hand corner of the map and then between wychwood and lowtown|1to see fire is travelling top right to top left top right to bottom left recommend we block the top right hand i want to be known as x-ray break back in block x-ray from travelling towards greenhill and block the other for which will now be known as yankee between wychwood and lowtown|1block that from travelling towards lowtown,Situation Awareness
bravo for offer what do you mean you can't check over,Action words
bravo agreed there anything is to conference centres could somewhere like shovel or oldtownhaving big buildings then to be discombobulated starting somewhere your,Intel (from newspapers)
bravos quest i'm not your cursor moving on my map so i've only got my people doing a bit of static now that makes sense they confirmed nation of your teams you sing on the victor 24 fire at the minute i've got no concern about the northern fire because it's away from life so i'll put it up there just to see what that fires doing and,Rescue words
charlie understood next we should put the focus on our initial plan of work my pride staff will be castlehill underwood so i can end but to vehicles there it would be worthwhile one of us look at beaconhill if i do that with my 3 vehicles i look at castlehill underwood and beaconhill over,Situation Awareness
charlie confirm again fire-truck sex if you say india 35 i see that has actually west of the fire and on the same northern homer,Communications
alpha brightwood campsite clear,Situation Awareness
charlie reid,Communications
charlie to order are no locations that have chosen so i am moving at northeast,Communications
alpha can you lose 3 to the water bowser to team i've activated what i can from newton  and moving it to the southwest safe location continue to the northern town which is obscured by fire do we need to make a call between newton  and oldtown concerning the population century oldtown has not yet been but oldtown looks like it's a newton is actually lost i'll move what i can evacuation wise but i'm timings wise not able to get there in time i will do 6 into woodside stop fighting find out there again where fire-truck 6 cancel location to charville without population centres up there ever a,Reasoning words
the c35 scenario will begin in 3 2 1 fire engine down to newton that and do some new and oldtown that direction of the population density if if i love you to take the other places yeah i'll send some stuff up to charville a fire engine,Situation Awareness
in that case and breydon are fully evacuated and so we can ignore the 750vai will need how can over,Situation Awareness
roger just ruined his later block that way as well,Communications
bravo who also got two people in romeo 22 and 3 people in sierra 2021|1,Rescue words
that's done please move unit 1 up to north to check large buildings,Action words
bravo can you confirm the grid reference bowser on the,Fire words
charlie received,Communications
this is the fire is currently got to i30,Other
bravo oldtown lodge buildings have a total 3 people within awesome 0 in the church at greenhill,Rescue words
to all life is a bit quiet so i've got on a joint of the campsite at the east of newforest to see if anyone that after my journey to the campsite to the east of newforest there is no wonder core science westhill is empty over,Situation Awareness
this is alpha i'm going to check that campsite at the new forest on my way there i just noticed that the wind is coming from the northeast this self i suppose what will have is actually weather charville town the town with the participants or residence is going to likely be their location of the conference,Action words
alpha that's for moving assets to replen at the centre of supply truck 7 in place of its currently newforest climate and one fancy look at some squirrels,Fire words
alpha 060306 an,Communications
alpha and,Communications
bravo winterfold very much pain over,Situation Awareness
charlie i've got firetrucks in the north waiting to meet the fire between beaconhill and it's direction both evacuation trucks are on their way to save locations for the follow to put the fire out in force into the campsite in wildwood  it won't return so no need to return my rescue trucks there was 76 pax left there to be successful fight in there i think and evacuation help i'm sending my trucks to refill on the central water bowser able to move down to hanley so i can replay it moving if you could put it on h37 and i can replen central over,Rescue words
