Sentence,Label
this is a whatsapp what's the population of bedford now for you if i committed too many of them,Other
thanks that's not,Other
this is bravo i'm going to move one of my units up towards near the fire and i can do it when itis,Fire words
in about 1-minute up rob a team with pay to have lost lowtown|1,Named Locations
charlie to confirm the church at holvern in the northeast of the map has over,Named Locations
just sending the second rescue vehicle on,Other
bravo three main building so where 95 and 2 are on at the minute,Buildings
charlie i've moved a recover,Communications
this is my number for is heading up towards number_6 now,Other
alpha 2,Communications
bravo sending a blanket henley and wildwood  in location golf 3500 campsite was empty over,Directions
bravo can you move your lima 7 to the northern tip of wild whatever leaving now ok now have a blaze to the north of trenchwood one unit up beginning with it now tv move to between wildwood  and castlehill just give us eyes on now see you in a bit romeo 10 already there ever  that's taking rapidly i'm going to move foxtrot 6 straight onto the campsite of it northern edge of trenchwood is now ablaze already extracted all civilians focus winterfold over,Woods
roger no sign of fire in the north bye for now over,Fire words
this is alpha in case we get any more fires where are our next biggest population areas is it shovel and oldtown over,Fire words
charlie i've got recover,Communications
knighted at grid references k35 and 16 in 2-minutes repeat ignited at grid references k35 and 80sin 2-minutes,Other
alpha are heading up to the fireworks in greenhill i am currently fighting the fire at greenhill ak50,Fire words
alpha however under near declaration of charville didn't get any people out need to keep away from those main buildings at this traffic on the water tank be moved to the further up yeah,Rescue words
bravo i'm going to check worthington denston and breydon,Action words
now they can when you're on it just click on the unit in the top number of people in the bottom left of malton then i'm doing trenchwood  so i'll do the northern section winterfold trenchwood  and beaconhill,Rescue words
this is alpha if there are people in malton to save then stay up there otherwise i think that's just focus on this fire down in the bottom corner ever106 people in sale m14 and malton,Rescue words
bravo team i can see there is fire in sierra which is just been extinguished,Fire words
charlie other,Communications
charlie and l14 online 14 it's spreading both to the west and east i think from where it might be worth getting a baseline rate in holbeechwood i'm occupying the,Reasoning words
this is charlie i suggest that given the wind direction we put some firetrucks up in northeast corner greenhill,Reasoning words
it's,Other
bravo copies of the 108 in the church the however the house in,Communications
it now to just confirm how many people in the hospital astley over,Rescue words
this is alpha i suppose let's check if float i'll actually has any people in and because actually if it doesn't or it only has one person we need to then we can focus more on greenhill that question lowtown  has 4 people in it two people at m29 one at 10:30 and one at l30 m29 and l30 is a,Rescue words
there and one down towards oldtown all my firetrucks have full so,Fire words
bravo i didn't find anything relevant just about red squirrels in firwood community cottage hospital open in lowtown,Action words
charlie noted thank you for that we use that as a protect the fire-truck if there's a fire nearby will be ignited at grid references m4 and u25 in 3 minutes guys will be ignited at grid references4 and u 25 in 3 minutes,Fire words
charlie k35 designated yankee av60 designated zulu,Communications
charlie to check just so we got three and 3 and then we'll go from there,Action words
this is bravo i think you should send some engines down to the southside of brightwood as well my engines are going to holbeechwood one did somebody else wants to do brigthwood one,Reasoning words
our heads on down there,Other
bravo which site was that please,Communications
this is charlie fire has definitely started from z2 ad633,Fire words
charlie ark as soon as i've established population in the camps so i'll start to move in that direction,Communications
bravo and then what about checking breyden as well given that it has got both a religious building and also that we mentioned before 14 was,Action words
this is,Other
allcallsigns sisters,Communications
and check the church and also astley house and then between the two of you do the church police station in hospital in south,Action words
bravo that should be handling of all residents fire in the southwest corner by hanley out anymore now that,Fire words
and office unit_3 riders are we thought they'd at the moment,Other
charlie surface going to hurt still i can't do without you i move my thigh you not there as well brightwood,Woods
roger that we'll be there that because much then we're going to get a refill with 8 8 moving castlehill 6 is out need to replen after you able to move a,Fire words
alpha i'll put one two and three south west the fire sets lowtown,Fire words
moving into the town,Other
this is alpha at the farmers started near the new forest as well to the west of the new forest we've got a westerly wind so it's going to eastwood i think we set off the light behind the new forest for down in newton shall we get a truck down there to save my hip fire has hit the forest in fernwood living quickly as well,Reasoning words
this is charlie can simply put an engine on the campsite in wildwood  please see when it's changed it's still leaking out i have won on the wild with campsite can i just check where the can i get a location for the water trucks please one of the firetrucks is currently still in malton at i will be moving it shortly and the other one is crazy cat dirty you know,Action words
bravo the fire has now spread you are approaching at,Fire words
charlie's 7 needs refuelling come down already on its way sending 7347 refilled on its way for you one and two seems to have gone out i do not know if there's any more areas you guys can see investigating to the east of lowtown  evacuated what areas have them have not been checked with identify charville and greenhill as big population centres i did at grid references f11 and white 30 in 2 minutes faisal big knighted at f11 and white 30 in 2-minutes,Action words
charlie your units in swanton and,Named Locations
charlie beginning to evacuate juliet,Communications
bravo no but heading there in bowser 8,Fire words
charlie greenhill,Hills and Forests
this is bro it's completely so won't do anything to help sorry about that no worries i'll go find like,Action words
alpha moving over,Communications
bravo it's all yes but it's not going to get quick the church about the flames of steam feels like waffles,Communications
this is alpha just wondering what firetruck number five was doing down the bottom over,Fire words
the c35 scenario will begin in 3 2 1 fire engine down to newton that and do some new and oldtown that direction of the population density if if i love you to take the other places yeah i'll send some stuff up to charville a fire engine,Fire words
castleton and there is no one in the hospital like castlehill,Buildings
this is alpha can you move your water truck eight down to the fire near firwood over,Fire words
charlie full let me know if you want it elsewhere ever,Communications
bravo team just to confirm locations started locations where we positioning are units go through a starter box one two three and four you can let me know how to trolley i didn't understand repeat please just let me know your fire-units where they're going to be to start with less down a starter units how to seam fire-unit 1 will be going to trenchwood buying a two will be going to wildwood campsite and fire-unit_3 i'm going to place a castlehill hospital can you repeat 45-minute to please our unit 2a wildwood  campsite,Directions
charlie oldtown is moving dented news,Named Locations
charlie to team personnel camp site is empty over,Communications
complete team confirming hanley swanton and winterfold 0 concern charity in winterfold does have some civilians left so we can move tanks 7 to winterfold any available used to install as well as probably max 5 civilians there i've seen moving all available units after winterfold again,Named Locations
coffee after all the police station newton,Buildings
by mistake rsa i only collected for people from lowtown|1which are being unloaded as we speak hopefully that was everyone i believe i checked every square is basically either out in lowtown  or has burnt through i think we actually managed to save about not bad going concern with a circulatory act i think i think the priority should be now stopping the fire spreading towards at the cops and potentially further no cancel especially gone up a teams,Rescue words
charlie i'm just looking at the wider picture here we seen half the population in holvern and then a lot of empty cities and i want to leave me to assume that they might be another population centre somewhere i'm going to go to epic with one of my firetrucks,Fire words
charlie watch that i'll just randomly wander around the map looking for fighting,Communications
bravo greenhill hospital has 104 and 12 people in it if you haven't already moved that could you check the church at greenhill and i will move to you people from the hospital that,Rescue words
charlie just to confirm lowtown hospice empty or has not been checked maybe hospital is empty on reflection and sending another unit up to a m4 just in case cos it's close to greenhill people in building another area of priority wind moving west self to protect greenhill hospital fires located units still but maybe moving around to make sure,Rescue words
alpha adjust the name buildings the one that are romeo 10 is on has 20 of people in over,Rescue words
how to,Other
i can do that winterfold  malton,Named Locations
against allocation over,Communications
this is how i think firetrap 4 and 5 doing sterling work in the middle of the fire but i think to try and stop it spread if we get round the south like the south and a little bit of a u-shape and we should be able to contain it over,Action words
106 people in the police station and two people in each of the western large buildings ever,Rescue words
charlie fair enough beaconhill is not completely evacuated heading to castleton to have an assessment of underwood the town of underwood team know we got full situation awareness so it's fine,Woods
charlie what locations were they with the people so i went to the castlehill hospital and i went to the castleton police station and there were no people in there rather to,Rescue words
what we going to  do this last time,Other
bravo centre water tank up there as well it's the big one that's kind of i quickly because i normally window think has is winterfold  still got a lot of people in it if so we could try focus are if not we could try focus on defending beacon hill,Rescue words
charlie i've got an engine in winterfold i can do that another 6 days yeah,Named Locations
where they add brightwood to,Woods
charlie i've got a religious meetings large gatherings doesn't specified occasions but there are two churches at breydon school football team so time is going on so finchley urban areas but if it's stored it could be out in the woods as well,Intel (from newspapers)
charlie rescue unloading at the southwesterly transit centre and rescue tenders on the route to the other centre directly underneath this composition,Named Locations
charlie do you want me to unload on my way down or go straight there are recommended both at,Communications
yeah for where this this music festival that happened if there is a campsite in any word that is threatened and ready to campsites on the map then it's michael is kuala lumpur population in said campsite likelihood of a lot of population in that cancelled because of this music festival so just be like that as well the,Intel (from newspapers)
charlie continuing rescue effort north of the map rather to,Communications
roger i've got very good control of a fire in the top left hand corner whisky towards thetford i'm not at the moment i'm not seeing thetford or any of the associated population centres around there a risk over,Fire words
roger all recover,Communications
allcallsigns mine is about a community face event that again no detail location over,Directions
this is charlie yes please i'll string how far it is oscar 25 oscar 2321 and romeo 22,Communications
charlie could somebody on my engine for thank you i just said the same thing is me,Communications
no wind direction change so yes my concern is holvern and ask epping if your content is many clear then we can prioritise in holvern nothing can confirm whether you over,Buildings
charlie 40 and we're going to need at least half you100 people in those 3 high rise buildings at thetford then you just going over,Rescue words
charlie i'm slightly confused by mine it looks report it promo for an international steel manufacturers conference a give any location or time other than the issue date which is september the 13th wednesday about that indications of that question anybody anybody upset about that is that,Reasoning words
charlie over,Communications
charlie tend to the transit centre to unload and then moving north to assist with the evacuation to the north in their current position as one of the transit said to the east and one in the safe ground on tango 6,Communications
bravo team likewise unable to see the,Communications
done assistance in castleton over,Named Locations
charlie team just cutting across i've confirmed the population of beaconhill is circa 6 people over,Rescue words
bravo water truck 7 is a a g33 and water truck 8 is moving to you 20 to fill up with water itself so come and meet you soon if you could give me an approximate location towards you 20 as well just to fill up and then i'll see where we are in a minute,Directions
bravo for offer what do you mean you can't check over,Action words
bravo this other do you still have your bowser in the centre of lowtown,Fire words
or now screening south down towards the 89 from thetford ok i can see medina fast moving towards evac point got 10 people need to eat that food would have just cleared the last person from that would know as well over,Rescue words
charlie is it then any other information on that conference centre,Intel (from newspapers)
bravo can you follow the seven please,Communications
alpha you may want to sit in the building what number is it's going to be j14 i do not know third individuals when there or not i am on it doing it now,Buildings
this is bravo can i confirm whether there were any people in trenchwood  campsite,Rescue words
charlie's team,Communications
bravo fire spreading into top left corner of the town now well we focus our efforts forward or new forest i've got units and both i'm stiff i'm sending all my love to forward on where is the third one is it started yet sister,Fire words
i suggest i'll take,Reasoning words
bravo i'll send the logistics trucks to castleton my vehicles winterfold or swanton winterfold being more residence residential houses,Named Locations
alpha has no it is no one in else in there in newton  can f5 go to her,Communications
this is bravo that are firetrucks at aj16 an aa 17 on either side of the fire,Fire words
charlie where there any people in the big building in castlehill ignited at grid references p20 and a case 39 in 3 minutes i will be a grid references p20 and a case 39 in 3 minutes poultry unit of my units 2a k39 sending both my units to p22b a logistics at ap39 logistics,Rescue words
this is where did you move your water tank to my nephew was speaking help quickly over,Fire words
this is our yes yes evacuate the about getting now,Other
west to east fires happening now in the city of foxtrot 11 hour,Fire words
charlie copy evacuating personnels from completing the rest of the search in that area epping has a couple of people moment i'm selling one minute to pay them to start looking round there and my one unit is had to take the dog out when you see if i'll let us know where you want me please please all channels are,Rescue words
charlie i've got fire-truck 6 on the top on the corner of denston give me a square and i'll push up push further into the fire for you also 4sa denston is now all personnel being evacuated zulu 25 fire see no it's not in front of me although denston is now if activated over,Fire words
received private,Other
apparently i've got squirrels in firwood,Woods
bravo again the large building talk and also present a school but i think on this one dispersal taking her tactic to search how might be here and here any ideas what you want to search if you want to get the fire vehicles to do out of villages and keep the rescue vehicles a bit more central i want to send one of my rescue units top right and then bottom rides,Reasoning words
this is charlie i have 108 people in they'll a g504 which i'm currently loading up ne10 is,Rescue words
bravo team looks like we're getting the yankee under control,Reasoning words
bravo can we get bowser 2 kg 11 please those two buildings of both clear over,Fire words
bravo i wonder if it's worth investigating winterfold beaconhill or malton with the buying it and then using water units already in its domestic italians want over,Fire words
alpha talking sorry yeah so i have checked their 8p 15 q16 s15 t16 and s17,Action words
roger just moving across now 16 moving across the thetford now yes confirm your water is please over,Fire words
roger all i'm sending unit 4 and 5 to 2 squares to the west of to deal with that rip-off other alright i'll take the northwest fire around f11,Fire words
this is a southerly wind change 5 m/s yeah,Buildings
alpha's,Communications
alpha i'm removing my fire exit from castleton up towards the fire at malton over,Fire words
i'm leaving now and where is foxtrot five at now over,Communications
alpha as malton is clear i'm moving an asset to check if fire direction to winterfold over,Action words
i'll fronted if i have a guess i reckon that is going to be in the vicinity of a 831 a raffle that's where things going to be one person f18 at one person of the one person at t 19wychwood is empty anywhere in a hospital in lowtown  over,Buildings
this is alpha concentrating on protecting over,Communications
alpha foxtrot moving a golf five,Communications
this is bravo my report is about local police because they wrongfully arrested someone in hanley i think you may be by focused on the police station at castleton possibly,Reasoning words
confirm,Other
this is bravo malton is going to be here in front of the fire the starting at p28 ending in a north-south direction,Fire words
this is alpha can i just i was doing lowtown  and which other villager greenhill as well please,Hills and Forests
charlie also out just left of castleton all units is out of water and sending 7 now,Fire words
to shrawleywood move firetrucks 6 to the south boxes from malton at the spread of the fire in the direction of his most likely and most ratio also 4sa evacuation sign is full and moving to save location so can't get to malton soon over,Directions
bravo to barley water is currently on a c6 that can move,Fire words
charlie copied on moving the people as i find them,Rescue words
break fire has started in the south of underwood move a six on to it thank you up and move for downs next to one already,Fire words
charlie this single pax in the esterly  house in holvern,Rescue words
this is alpha yeah as far as i know i think i can't hear you,Reasoning words
moving out,Other
bravo football at last requirement over,Intel (from newspapers)
this is our fundraising addition drives and compassionate leave the local authorities said protest necessarily so and how that might be 3 minutes to further planning approach for the snow map and newspaper intelligence reports available your plan starts now conference eso charville or oldtown look like they have the commercial buildings is already any clue at all as to which one in my by,Buildings
there so yeah i think focusing attentions on thetford would be is,Reasoning words
alpha my news report about a music festival in a good somewhere hazeycopse the music festival is called by noting that what is a copse of the woods map it does not does not specify the location of all said music festivals,Directions
bravo i've not made contact with the fire i'm currently on row 17 once i have lined up i'm going to push away unit south towards breydon,Fire words
alpha kilo 1037 people,Rescue words
this is alpha yeah i'm just watching the fire's just come through firwood and it's currently just out of charge and just north of woodside so i if you could come up to woodside that would be helpful to the newforest where can i be a motor systems,Fire words
40s confirm thank you,Other
charlie starting the evacuation of the campsite in the wildwood  patrolling the area north of trenchwood  looking for,Woods
winterfold on fire in the north and east of,Fire words
charlie moving my recover,Communications
charlie i like your personal in safe zone in vicinity of 9/12 moving water truck you see on the map or truck seven to the north west of denston evacuated from thetford currently unloading at the safe zone in sierra 9/2 moving unit for down to south of denston fighting to freddie,Fire words
charlie do you need any support in malton with the rescuing people in my browser should be ok over,Rescue words
i will move my fire-engine see what happens closer in an hour yes,Fire words
bravo to all active fire in winterfold coordinates of e22 units to winterfold on,Fire words
alpha 5 of one in the northeast of low town but it's so there's only one left us anything down to,Communications
this is alpha can you also confirm that your fire at number for is going to take on more water over,Fire words
charlie unknown depends is more if a fire occurs closer to it i think it looks like the southeast fire is control controllable,Reasoning words
the police station is it's been closed out it should be able to re catch fire but i can always leave my engine here so where is your refuel one currently one of them is at n17 in turn the other one is at i think it's a a33 in castleton i will be moving 8 up towards castlehill,Reasoning words
i'm going to move to focus on p20 close in andover,Communications
charlie give me a good sq 460 i'm so i'm actually frankie new properly over,Communications
bravo there's 106 people in the police station,Rescue words
charlie reid,Communications
this is charlie filling up in the state of play with the fire is it looks closed at or burnt that direction,Reasoning words
roger wilco send a location or send it straight to send to,Directions
charlie could you confirm where you're evacuating so where we can focus is,Communications
this is charlie i think so the fire has started now certainly the his started and spreading perfume the other one has to ever,Reasoning words
bravo looking like the fire will threaten charville a very high density and those large,Fire words
alpha mike forever,Communications
this is charlie i'm just moving along the bottom where i am for number_6,Communications
wildwood  what's people's locations in wildwood  so i can position watery for vehicle,Rescue words
to get refilled at 7 over,Communications
charlie just checking castleton now for all core size is,Action words
is coming back into holvern from the north west surrey foxtrot six,Named Locations
bravo yet leaving both truck to still unloading pax it's safe locations it takes in taking long time other,Rescue words
water vehicle once again is that liberate if you need it at 8 if you need it secondary vehicle is a x-ray 29 that's x-ray 29,Fire words
alpha have you got any individuals on the fire greenhill over,Fire words
charlie sheen no wind direction the winds just moved southward to people in the top building of the cops so no one in the buildings in esterly for people in total in lowtown  there is only one person and all turn and dust was the fire,Rescue words
bravo winterfold very much pain over,Named Locations
charlie there is nobody in the new for,Communications
alpha november 40,Communications
charlie cutting in there's no one at chatsworth campsite so do not focus on over,Communications
allcallsigns all three or now between thetford and expected start of the fire over,Fire words
charlie also note changing wind direction coming from the north over,Buildings
charlie's very low needing refuelling can 6  watching,Communications
it doesn't say where it is but looking at the map maybe in charville or oldtown because they have the largest buildings on the map,Buildings
charlie can confirm if there people in andover,Rescue words
i 'm keeping my spare bowser in astley just checking numbers of personnel there unless we need it for anything else 8 is currently in thetford will move closer to thetford act if the rescue vehicles can occupy any of those three big buildings and they got 30 on people in it currently in a kg 9 northernmost building my little one is in denston just going the last building given that fire is likely to the second fire excited to go in holbeechwood i've got my bowser and operate which is available for resupply on kg 10 that going to be available for resupply awesome thanks,Rescue words
charlie recommend moving all firetrucks and assets back into the centre - the rescue trucks which recommend moving to facilities holvern to anticipate evacuate chorley common ashley is sparsely populated i've got three people i've collected them and i'll take them back to holvern over,Rescue words
charlie i guess maybe pirate e45 would be fire around sets now do you think checking denston at the moment that will send back,Action words
roger that out,Communications
y vehicles moving to the social cause i suggest we protect the northern edge timber place in the fire trucks in the vicinity of a copy unsure of the smaller buildings about the hospital and large building in worthington did not have any  pax,Rescue words
roger moving foxtrot 62 swanton to check the fire spread that way of all fires,Action words
charlie fire scene how first i seen west of wychwood,Fire words
alpha say the north east of correct tiles,Communications
dose on epping over,Named Locations
bravo confirm that 7 is in lima 10 just heading to the top left if you can support those three core x 6/2 which is 5 and 6 cyclization between you and,Action words
this is bravo high population in thetford there's about 100 people between the three large tower blocks i'm so may be worth sending a recover,Rescue words
my head southeast into swanton son looking at that creates want to know over,Named Locations
charlie 30 along 30 from,Communications
roger come down at 3 for tomorrow removing now foxtrot six moving to mike five just to watch the fire in the north of,Fire words
the closest top 5 down and then will move i think the money to reposition our baseline based on the how far 45 is over,Reasoning words
charlie are the evacuated any denston is clear that,Named Locations
this is alpha 6 on the move all sizes,Communications
bravo yes please,Communications
charlie head got some fire in the town in a g12 i'm making my firefighter to the church where is the nearest water tank number to my engine number 2 is your location yeah i've moved mine i've moved her my to his now when other 7 i'm heading to another 7 so my engines are filling up my age is a filling up from number_7,Directions
charlie once you've checked in westhill are you going to move one of your rescue vehicles down to lowtown  in the event of there's a lot yes once informs me of how many people in that location i'll leave it to secure it in case of a fire because anything more than 10 i won't be able to evacuate anyway otherwise i will look at western esterly in oldtown to start off with other,Rescue words
at no people in the building that entire southeast and sector is now clear so moving and move all vehicles to breydon on the southeast over,Rescue words
rather,Other
y vehicle was unloaded moving back to the sensor location over,Directions
charlie time,Communications
a grave,Other
this is how far it looks like the fire down here is it's getting smaller i would suggest probably filling up water now over,Reasoning words
and also reminder campsite in wildwood  has 104 purse now i'm going to do a baseline from se26 going from west private just working through hanley to check numbers of personnel there looks like it's more to the east of the position across to make sure it doesn't go into castlehill over,Action words
this is evacuee think are there any individuals in epping is evacuated and empty wonderful,Reasoning words
this is bravo i think we should hook up with the one near wildwood at first i've got one engine going up towards the fire near  trenchwood that forest,Reasoning words
the fat for the area,Other
bravo i am just paid being able to control this fire fire x-ray and the top rights fairly quickly probably won't need water from the central bowser on the way through so if you use your browser down to fight fire yankee fire yeah,Fire words
charlie i have a unit on my what's in woodside places 6 people level how far down the three people so far a new town so that's 2 that's three pm30,Rescue words
i found one person in eating at d22,Other
this is charlie my rescue unit up in thetford is near infills i'm going to send my birthday tea,Named Locations
charlie perfect and also fair with his the last burning so that may be an issue area,Communications
down to blackhill commencing,Other
former line off of your number_6 over,Communications
alpha tankers sevens in the perfect position over,Communications
alpha only two hospitals greenhill and lowtown  to i can put them on my recce left over,Action words
bravo there is no people in lonsdale wood and said 20 in 3 minutes to be ignited at grid references c3 and said 20 in 3 minutes,Rescue words
bravo confirming a royal visit location and working on now got something about faith leaders coming together with recent incidents of tolerance of likely need to check churches first for logic a,Action words
the,Other
bravo please move 6 into the town on top of,Communications
bravo person ashley hospital is clear of assistance required,Buildings
alpha considering that the average your checking should be out of range of first would you unless the house would you be able to check with side and then it probably come up to do initial checks on greenhill and she got the other around over,Action words
rogerlooking for point of view of people and risk management i'm looking at castlehill and underwood as being particularly with that fire that would in between that could spread quickly so just see your way i'm focused on at the moment over,Rescue words
charlie is the bravery transmitted over,Communications
this is bravo a fire hazard reach wild let's see maybe fall back that was only,Fire words
y at the hospital and in low town unit_6 is near me unit_6 know wychwood i move towards are in the northeast is,Buildings
this is alpha yeah i will meet you at ka30 confirmed,Communications
charlie tuna said that direction how fast found one person oldtownmill building with 27 people in charville,Rescue words
charlie s7 can go onto if 6 days on piece of work,Communications
roger on route now rescue loading people available,Rescue words
this is completely agree with that just need to fill up with water is,Fire words
i'm just moving slightly northwest of what lowtown  trying to head off fire would look like fire in the southwest is about to be complete over,Action words
charlie i do concur on not a worthington looks very popular area and maybe stratford as well,Reasoning words
is just above where the fire is so it's just been down,Fire words
charlie it would be fantastic help lowtown  and then like esterly  in westhill i'm not quite sure why i need to know about there being red squirrels in firwood as well as possibly here saving human lives travelling woodside might be busy then,Woods
bravo yeah that could be way round to do it,Communications
this is bravo my article is about squirrels thriving in the woods in firwood and how the squirrels are yeah they're in this office safeguard and protect the wildlife kind of thing looking at this girl the bass there in with the pine trees which burn 3 times fast as well the other areas are the newforest which has got many pints is in a campsite and then some watch wychwood campsite so might be good ones,Woods
charlie noted or send some people there to do some restaurant is,Rescue words
alpha can you repeat your last request please,Communications
this is charlie i'm heading to lowtown  the fires fast approaching me,Fire words
this is charlie yeah that's wanted in the church hanley all seem to be empty i'm going to one of my vehicles up to malton to rescue that i think of the main protein needs the going to start a case 39 because i think that's going to hit the most racist over,Reasoning words
oldtown,Named Locations
bravo will do i clear the personality so that is not,Communications
bravo and my units 1 and 3 out with no water,Fire words
this is charlie confirm can i prefer the big il-27 the big buildings and - the one in the middle one in the middle yeah that's right,Buildings
bravo the campsite at wildwood has 100 people in it repeat 104 age to evacuate that sorry vicinity we will need to protect rather than evacuated,Rescue words
thanks,Other
alpha dol heading back to santa location in all over,Directions
bravo thank you perhaps unit 2 or 3 proceed to a unit one is double up in the campsite and he's looking,Communications
charlie i will move the why would my fire-units on to the hospital is,Fire words
bravo i left one engine and you down to about the fires on the main buildings,Fire words
alpha there is one person at thetford wood campsite over,Named Locations
alpha it's also worth tracking that langdale has settlements in as well as the campsites in breydon thetfordwood is worthycopse has got a building as well i'm going to start in the middle of breydon to vehicles getting rid of all the people that are in also send a vehicle to denston to have a look at breydon and denston can you to workout plan to get around the other places area of is it worth,Rescue words
thetford or beechwood haven't found any evidence of the fire moving off so looking ahead i think lettings currently a cause of concern that could remain sell but astley i haven't had i've checked all of us lee there was a total of 5 people spread out through four properties in astley to just put some low priority still checking holvern but obviously 108 people in the church they are understood,Rescue words
alpha yeah you got to stop the spread and wildwood  is finished underwood so intimate short that fire 22 doesn't need to go south west probably be worth having another engine of a 46 go south to beaconhill upper my engine 2 is out of water i'm going to do a real planet centre but winter is probably lost in the park and continue with yourself and when to winterfold was cleared by my battery's going to stop moving towards liquid between winterhold and liquid do we know if there any units in castleton with us personal in that need protecting where my 9 and 10 white are i haven't checked those buildings but otherwise everything else been checked so you can check the once you're a double fine just checking that the fire's gone out and around winterfold understood malton hasn't been cleared and has a significant about people in it so make sure that doesn't spread up there or not just leaving record screen for now it looks like the fire around beaconhill let burn herself out understood log in to the centre of the map whilst you can do that record to the northwest,Rescue words
this is charlie i'm sending a rocket to travel an hour to build up,Communications
allcallsigns 57 needs to check on my water,Action words
y vehicle up there instead,Other
this is alpha i just thought shall i check out wildwood  and trenchwood  campsites show the other people there if the festivals that you one of them is,Rescue words
yes i can confirm that thank you,Other
bravo copy has in excess of 100 pax over,Rescue words
alpha my article is about the breyden school football team having success this year and other children the community around braydon to also take up is about a royal visit not sure suggest prince william or princess kate and they're going to a shopping centre but there is no location so i would suggest wherever that is it's likely to have more people on this occasion it does say that whether it is a struggle with the cleaning football sorry forget the past it,Rescue words
charlie i'll send the vehicle to worthington this in progress,Named Locations
alpha my all of my assets have been concentrated around the wildwood campsite over,Woods
alpha says you've got three i'm just thinking in terms of cutting down the numbers that you have to juggle yeah i find a high value when i'm going to plant someone on there yes i'll probably leave one engine and weddington if the fires are nearby if not i can move the engines you it'll be easier as we can see everything first,Action words
at all i'm sending all my units across to the top right corner of the map to look after a m4 my fire truck on route to oscar november north of the cops north of a long time ever after all there's about 90 people in charville hospital in greenville has 112 personnel ever,Rescue words
this is bravo there's no one in brightwood campsite so it's empty so i think i should make the decision then to focus on holbeach or two of two things we can save both breydon,Reasoning words
this is charlie noted thank you,Communications
charlie not to worry i could you give me the location please ever there is one individual at 15 pm,Directions
after all splitting my fire trucks to the northeast want the southeast wrong place the northeast want a south east 1 north east north west office evacuating keep i have a fire truck in reserve still in uniform 9 over,Fire words
now an,Other
this is there in 9 people at side i can give you the locations later on i will move my unit website to greenhill negative doing there any individuals near the second fire there aren't any i've checked esterly westhill there will empty that i do not know but should be out of range rover,Rescue words
bravo send me a location and i will send there,Directions
alpha mike 3535 six pax,Rescue words
alpha for,Communications
travel,Other
roger if we keep that line along axis 6 we should be all over,Communications
roger and tracking the f 1 and 3 are running low once i filled up in the central point of send that bowser to your location to the fast burning ones just be aware of it i'm going to ignore the forest and head to newton,Reasoning words
charlie good602a lowtown  fight the fire from the southwest at,Fire words
roger of course i'm 21 rescue vehicle on route to die swanton,Named Locations
alpha echo ii by to the south of heaven looks clear over,Reasoning words
y vehicle to denston and then you are fire engines to focus on the fire in it going to denston to get those people out recover,Rescue words
charlie there is also someone one person at m8 how many people do we have in thetford to the far is getting awfully close we have even 90 people in thetford,Rescue words
charlie is it worth you also looking at worthington just because they're closer and then we thetford epping and astley holvern was going to suggest giving the location of the safe so if i break for you close to thetford and breydon is it worth and,Reasoning words
this is alpha yeah ok i'm currently moving my water tank it down to wildwood  can you confirm what position your on i'm currently on g32liquid and i have tankers trying to block the fire way from castlehill at,Action words
bravo i'll swing by and trying to set fit but can you please do langdale wood those two dwellings in the woods,Action words
all how many houses have how many people that be great especially if you can identify it which i've got a high concentrations of people yes if you can check all of the locations in each of the towns that would be really useful and then let me know either if you check the whole thing or where they are or if the fire start and you can get copy somewhere you got up to,Rescue words
alpha malton police station 106 71,Buildings
this is bravo how's the evacuation of malton going,Communications
this is alpha thank you i'm moving my engine to number seven looks like a firework been extinguished now love still got bits squares ok so i'm sending my bad herself i'm sending an engine to another 7 turkey at wakefield i'm going to start backward winterfold  are we hello no delete this southway got a northerly wind now so yeah potentially yeah that that no it's fine my he has put into winter felt so good shall,Reasoning words
the hospital at castlehill just in case over,Buildings
alpha kilo 38 to take the others looking at the wind direction i think the dangerous virus lucky to be malton over,Reasoning words
this is alpha that's a good sign that probably means it hasn't got to greenhill yet i can also not see any fires but i'll keep her keep her out,Fire words
this is charlie at located and rescue dan swanton head and both units back over,Directions
this is alpha can we send fire-truck number for a number_6 up to check malton and i'll try and focus on this fire down here over,Action words
charlie that possibly be campsite there any notion of that i have a feeling it will be hollywood as it says that's going to be some big names such as beyonce bruno mars and kendrick lamar performing there,Woods
this is charlie i think if i've gone ahead souls while there's no one in castlehill underwood i'm happy to try and continue rescue in the ones in winterfold and beaconhill how far is a good plan i think if we managed to sort of save marvin i think the next biggest is wildwood  said that in the forest,Action words
charlie just checked charville and there are 100 people in melton at the police station so that might be more party than,Rescue words
charlie if you maintain contact with the fire in,Fire words
charlie at noted i had done in a minute langdalewood is a,Woods
charlie simpson fighting at 6 to underwood i advise5  and 3 awesome sauce underwood over,Woods
bravo it's a far as i'm aware they have check could 45 make their way down or get on that i can confirm they haven't been checked,Action words
charlie brown no i do not i do not see any relevant in here other than perhaps it's something to do with steel industry being cards with the industry i do not know t25 conference centre i mean,Action words
team,Other
charlie starting rescue of 108 people in,Rescue words
charlie i've just picked them up over,Communications
all call signs,Other
charlie 6 is a leftmost point at the moment,Communications
there,Other
alpha could you use your number one found in to check the two settlements inland,Action words
charlie watch on route of the,Communications
charlie rk71 rescue south and one rescue north,Communications
this is alpha the fire seems to be building again down south but i do not think anything is in immediate danger over,Reasoning words
all call signs recover,Communications
