Sentence,Label
alpha i do not think blackhill so good would you be able to move your fire-engine to yo32 monitor for the sci-fi over,Reasoning words
charlie conquer,Communications
bravo unit freeze low on water is there logistics near a j20 not presently but sending one,Fire words
took all signs westhill and esterly there's no people about charger,Rescue words
charlie can you take oldtown newton and blackhillforests near you i'll do it and yeah which you would a newforest lowtown and i can1 units to be slim with place i probably got 12 do have a blackhill woodside if that means you've got more time to do bigger places like newton  and oldtown the,Hills and Forests
alpha that's for moving assets to replen at the centre of supply truck 7 in place of its currently newforest climate and one fancy look at some squirrels,Fire words
this is alpha i'm up there but i do not know we never actually worked out how many people in castleton so i'll only move the one in there is quite a lot of people up there and it's moving on firetrucks as a water truck towards therefore refill please what's truck is on the way,Named Locations
roger be a were the town of castleton southeast there's no date in my report but there is talk of a police open day in that town and the chief of police as you are the cheapest request to people to remain calm so expectation possibly of civil unrest in the police open day in the town of castleton initially released keep my vehicles in the centre of linkwood castlehill underwood that's very want to know what happened we can give it you want to check the hospital large building in castlehill and the church support 106 people in the police station in malton,Action words
this is alpha can i just i was doing lowtown  and which other villager greenhill as well please,Named Locations
i'm going to create a screen along b21 between winterfold and beaconhill hasn't been cleared however it might be worth putting up for the north i will as soon as i get that's going to take a walk on the wrong side i have one more building to clear in winter fold and ending tyre town is clear other,Buildings
charlie noted thank you for that we use that as a protect the fire-truck if there's a fire nearby will be ignited at grid references m4 and u25 in 3 minutes guys will be ignited at grid references4 and u 25 in 3 minutes,Fire words
charlie continuing rescuing around thetford fire looking kind of manageable your later station by u2 for when you need it 8 to the buy one so i can refill it hasn't got much left but 7 is currently off to refuel 7 on its way to act as refuel,Fire words
charlie thank you,Communications
dover,Communications
understood commencing evacuation hotel please move unit_6 up to support 45 the northeast,Action words
i've got a news article about a steel manufacturers conference my location on the map so yeah,Intel (from newspapers)
i'll fronted if i have a guess i reckon that is going to be in the vicinity of a 831 a raffle that's where things going to be one person f18 at one person of the one person at t 19wychwood is empty anywhere in a hospital in lowtown  over,Named Locations
bravo the fire is at,Fire words
charlie to team worthington hospital and worthington tower-block are both confirmed ii's 0 pax of look around the rest of worthington over,Rescue words
charlie 17,Communications
i'm just moving slightly northwest of what lowtown  trying to head off fire would look like fire in the southwest is about to be complete over,Named Locations
bravo team a fireplace to be towards underwood and castleton,Fire words
allcallsigns the wind direction i think we're going to  need to look out for greenhill and lowtown,Named Locations
are,Other
bravo oldtown lodge buildings have a total 3 people within awesome 0 in the church at greenhill,Rescue words
bravo what's going on with the fire z207 i've moved north to do with this one because there's no it's worth protecting in the south of it radio 10 is extracting civilians from dentist another person in the wood extracted lima 7 down one square of a travelodge and leaving now a foxtrot for write 312 over,Fire words
that might be dropped helicopter gas is there any copse but yeah agreed can't see anything my intel is just been some issues with the police castleton so there are so calm and the police open day event there i'm sorry that could be people in that town over,Buildings
by mistake rsa i only collected for people from lowtown|1which are being unloaded as we speak hopefully that was everyone i believe i checked every square is basically either out in lowtown  or has burnt through i think we actually managed to save about not bad going concern with a circulatory act i think i think the priority should be now stopping the fire spreading towards at the cops and potentially further no cancel especially gone up a teams,Reasoning words
this is charlie the fire at j24 is the winds change now that's going to go south and hit castlehill wildwood  a potentially handling swanton depending on how long it goes over,Buildings
what was the slade and it would default,Other
charlie so i got one unit of activating newton  and i've got another one heading to woodside would you want me to start in charville or are we going to see how that goes with the fire looking towards woodside let us know your eta and we can try on protect ourselves,Action words
roger i'll probably look at west of esterly just because of two populations are basically in case the woodlands i'll just send one unit there just to check the population size by the church in westhill over,Action words
this is bravo yeah i think it's all closed out about over,Reasoning words
y truck to thetford i want to open a place of fire truck in the north of the map at uniform 9 to the right of this over,Named Locations
charlie starts evacuations in greenhill in lowtown  over,Named Locations
alpha is,Communications
i'm leaving now and where is foxtrot five at now over,Communications
alpha please that,Communications
i'm going to move to focus on p20 close in andover,Communications
alphajulia8 personnel from building,Buildings
charlie it how to find a balance to having enough cover,Action words
bravo team i also have a large gathering it's taking place in a shopping centre involving british royal family doesn't say where the shopping centre is so suggest we consider all locations on the map at this stage and less any further info is provided out same does not refer to a large gathering instead focusing on the success of the top team in breydon not imagining that there's going to be a pic group of people there but i guess we'll see,Directions
charlie to starting still removing people from the charville area,Named Locations
y rather than firefight at j24 instead team if you're not allowed on the focusing on winterfold i've got hanley can someone please take something thank you,Fire words
charlie back on the net however,Communications
charlie team if we use those three bits i suppose we could make an assessment that cars could get burn out in castlehill potentially fight source of fire castleton public order could cause fire and it could be population in the woods between castlehill and underwood,Woods
charlie thetford if we get eyes on thetford as soon as poss for that kind of is probably you know the tension area is closest to up or worthington breyden in thetford your,Named Locations
bravo had minimal population,Communications
bravo team i also have a large gathering it's taking place in a shopping centre involving british royal family doesn't say where the shopping centre is so suggest we consider all locations on the map at this stage and less any further info is provided out same does not refer to a large gathering instead focusing on the success of the top team in breydon not imagining that there's going to be a pic group of people there but i guess we'll see,Rescue words
charlie canadian echo advertises a large local community interfaith family fun day supporting people of all face coming to promote diversity and harmony etc so likely locations for that also breydon or holvern just going by the to church locations on the map her then i think it's at night population centres and those to face locations last visit visit and then the two churches for that faith community day suggest we can get the recce of those of thetford and worthington surveys to population centres for the royal visit and breyden and holvern he event minutes to further plan your approach with the scenario map and a newspaper intelligence reports provided yeah,Reasoning words
bravo you get northwest of it doesn't come that direction and i'm going in the vehicle to make sure it doesn't have the black,Communications
charlie i'm slightly confused by mine it looks report it promo for an international steel manufacturers conference a give any location or time other than the issue date which is september the 13th wednesday about that indications of that question anybody anybody upset about that is that,Reasoning words
charlie moving towards jay bottom area i wanted to eat and then i'm going to move down to the other fire after all units 1 2 and 3 on their way to brewood,Fire words
charlie at alberta,Communications
charlie to confirm the two buildings now would are now bacon over,Buildings
roger send grid over,Communications
bravo has a 64850,Communications
wildwood  what's people's locations in wildwood  so i can position watery for vehicle,Directions
alpha ex17 1al 4 kg 14125 kilo-juliet 4282 upper juliet 13 to direction of wind has changed at the campsite in wildwood  which is golf 32 has a number of people 104 campsite it looks like malton has a large concentration of people especially at the police station suggest we took the fire at p20 quickly and then move down to a case 39,Buildings
charlie team unit 9able to move somewhere else to rescue people alford steam worried about threat to worthington moving 5-minutes down,Rescue words
charlie 3 move my 300 forward an hour in the delta 25 started it already gone into echo windings are at a echo 2 and 3 and delta 3time in echo 501 and then i need,Buildings
i'm going to create a screen along b21 between winterfold and beaconhill hasn't been cleared however it might be worth putting up for the north i will as soon as i get that's going to take a walk on the wrong side i have one more building to clear in winter fold and ending tyre town is clear other,Hills and Forests
bravo freeze refilled units moving 8 to refill and 7 up towards hollywood 6 fire-unit is at ad6  fire started just above trenchwood  over,Woods
i think you would look earlier there were no people found in langdale with,Rescue words
wildwood  what's people's locations in wildwood  so i can position watery for vehicle,Rescue words
roger in which case you want to move it in the vicinity of papa 20 this we can get eyes on and use that as a record screen record a green over,Communications
bravo to all should i position 4 and 5th holbeechwood in anticipation of south to north wind,Buildings
charlie there's 100 people at wildwood  then i'm never going to be able to get them all out on time i think we just need to take an engine on it can a time there's no way i can evacuate all of those over,Rescue words
this is charlie i suggest that given the wind direction we put some firetrucks up in northeast corner greenhill,Fire words
you before you run out of it all constant updates on fire spreading will be very useful for do we think that locating fire spread by like between wonderful and underwood or saying specific coordinates will be more useful specific coordinates i think will be more useful for me all my rescue units are in castleton and in the middle of castlehill and i've popped my fire-unit in the direction of trench would and surely wet or move it closer to where the actual fire is months we know,Reasoning words
roger got my fire-truck on the way to the south current location of the fire hits the forest of sunwood  that will probably set up for it and it might be worth concentrating that there's nothing south newton to catch esterly clear in terms of people left to clear out till and easily both completely clear so do not worry about those two locations over,Rescue words
roger on deploying a team 12 whisky and c3 noting the wind direction is north west to south east that recommends team to is the lights to block the fire from game from zulu into denston managed to confirm that you're supporting team won or whisky with bowser 7 over,Buildings
there was one but asked to confirm thank you,Other
alpha the police station at woodside has no pax title callsigns of the campsite at wychwoodis empty over,Rescue words
alpha house deptford looking i can see the fires at the 21 it's also spreading into epping i've only found two people in epping and i went through that we confirm langdalewood population it was clear i think i was in i'm not sure if i didn't get no i didn't get time to get to that buildings recommend that might be a priority it's ok i'll check that fire round homes been contained on moving engine 1 towards langdale and deptford suggest moving towards deptford in form of baseline as it might already get that sorted by time we get across,Reasoning words
this is alpha yeah that seems like a good idea the other thing is beaconhill malton and castlehill all have large buildings especially if there was another thing at castlehill was the car theft me to take malton winterfold and check applicants would yes yeah that that could be a good idea sorry,Intel (from newspapers)
charlie i do not think there's anyone in breydon loads of people in holding their units to the wholbeechwood,Reasoning words
this is bravo castlehill is clear of people and so is underwood castlehill and underwood have no people in them to confirm beaconhill underwood castlehill have no people in it at winterfold has for the people in it i have a fire try,Hills and Forests
y truck to or personnel recover,Communications
alpha lima 35 and looks like papa 25% at least over,Reasoning words
y vehicles to malton and beaconhill is the most population have you got life building and i'll send my fire just north to winterfold  and then on to transferred to the campsite over,Buildings
this is alpha could you please give me the location on the water tank at sorry yes,Directions
alpha removing f1 and f3just to try and find the fire leave one of them will be there is a lot of,Action words
charlie keep an eye on black as well just in case the wind changed direction,Buildings
i'm just double-checking my to see if there's any indication about steel and red squirrels but i can't see anything steely red squirrels,Intel (from newspapers)
alpha firwood now on fire squirrels at risk golf the fire is now in newton  town other i'm going to have to move and re-orientate towards charville ever,Woods
bravos so around the bottom right of them at aj,Communications
alpha we find the one of the buildings at malton surely if you are about castleton is pretty much burning turn off my f1 and f3 out of water out for some issues and search buildings people in the building bolton so just going to leave that fire there's nothing around itso where are the most people at the moment to,Buildings
bravo to a while but the fire spreading from where to locate current location shrawleywood to winterfold in winterfold under threat haven't cleared the south sorry,Directions
alpha to confirm callsigns,Communications
rather one person,Other
charlie 10/9 to worthington,Named Locations
charlie i have a unit on my what's in woodside places 6 people level how far down the three people so far a new town so that's 2 that's three pm30,Woods
charlie organ shopping centre so might be worth just checking the large buildings for numbers and,Action words
after all moving my vehicles to the northeast corner of woodside given we've got charville and greenhill is the centre of mass of people in this within this scenario,Hills and Forests
bravo team suggest building in worthycopse as a safe house location query over,Buildings
charlie copy and channels are moving in units 5 years 5 into sport that i'm moving when you get up to date as well of course i'm,Communications
charlie looking good guys after all now the fire is gone i think we feel when you check any other buildings that haven't been checked so wellington to worthington now after,Action words
bravo to all well it's quite so i think we had around 17 thetford about 101 pax at home is that correct thetford the big building in holvern in the church alone at home tonight over,Reasoning words
my fire-truck to brightwood the campsite just to see how many people are there on this i have noticed it's coming from the south so i think if we could send firetrucks one 6 and 3 towards brentwood and 24 and 5 towards holbeechwood over,Fire words
this is bravo yeah there's about 30 the office in in greenhill one person so far in oldtown they do not seem to be anybody in the big buildings get-engine stella locations internal locations of the fire upon the wind coming from the northeast i engine is currently and low town play towards wychwood forest did we explore,Named Locations
charlie that's your unit to the unit please z20 please thank you i haven't finished checking that food for people completely however we have got currently one person at i930 for people at k-9 37 at breydon and 31 at denston noted thank you it's a,Named Locations
this is alpha yeah i was thinking exactly the same,Reasoning words
that mean we want to investigate oldtown at lowtown and charville this assumption about squirrels are human lives not squirrels all life matters except terms of fire risk to oldtown of charville so hope it's like it's off we have time to respond when we went to look at newtown right as well between that and i will down quite a few houses and potentially life,Named Locations
bravo can you move your resupply to romeo5,Communications
this is charlie i've got one rescue not heading over,Communications
here mine is about a community group in to keep a hospital from closing in lowtown at the hospital in low town is solve fack,Buildings
alpha only two hospitals greenhill and lowtown  to i can put them on my recce left over,Named Locations
just trying to find 140 of people didn't have to get chance to clear over,Rescue words
this is charlie my news article is uk news about the international steel manufacturers conference starting today so potentially that's going to be a high concentration of people either the three large buildings in oldtown or firwood if we really loves red squirrels that's like a hospital cottage i'm getting up the one in greenhill loads of people really like and their fundraising to keep it open and the residents are organising community events and bake sales and donation yeah so it's a hospital cottage that's good in terms of splitting up to do the initial checks if whenever you want to take charville woodside and greenhill and,Woods
this is bravo i can confirm that i am on the police station vs,Buildings
charlie to confirm the church at holvern in the northeast of the map has over,Named Locations
and everything,Other
charlie here just double-checking but it doesn't look to be any your suggestion sounds right with the big buildings are so i would infer them that travel cos it's got for industrial units and houses is morfa commercial centre because oldtown has builders and many more houses so that sounds good to me,Buildings
bravo it looks like the fire between castleton and control not spread it any further towards underwood i'm moving fire-truck 3 between castleton and swanton to recce area make sure team i suggest ready to central water bowser location to replen on reset over,Named Locations
charlie it would be fantastic help lowtown  and then like esterly  in westhill i'm not quite sure why i need to know about there being red squirrels in firwood as well as possibly here saving human lives travelling woodside might be busy then,Hills and Forests
unloading rescue 10 is halfway through loading position fighter on the people there over,Rescue words
charlie worthington is actually pretty empty doesn't seem to be spending anymore holvern ashley at risk is now coming at 6:55 from the south so we need to protect the corner northern is north of those so holbeechwood and  i think we set up a line of defence just to the south of holbeechwood yeah that stuff that makes sense to stop it spreading through the woods into hold on leeds festival my baby do we have an idea of what a population of holding is alright one vehicle going to hold at the moment do not know how many people in there,Rescue words
y vehicles to breydon to pick up people and a fire engines dancer the bigger towns to scout and see if people are there,Rescue words
call-sign,Other
allcallsigns looks like a fire has been through castleton over,Reasoning words
i thought you were going to say that,Other
i 'm keeping my spare bowser in astley just checking numbers of personnel there unless we need it for anything else 8 is currently in thetford will move closer to thetford act if the rescue vehicles can occupy any of those three big buildings and they got 30 on people in it currently in a kg 9 northernmost building my little one is in denston just going the last building given that fire is likely to the second fire excited to go in holbeechwood i've got my bowser and operate which is available for resupply on kg 10 that going to be available for resupply awesome thanks,Buildings
bravo team just be aware the wood between phil and underwood is mixed of birch and pine yeah that thinks that they also seems to be like i've got a heavy population centre between the winterfold underwood castleton castlehill swanton and hanley areas in central bottom left hand side area at winterfold trenchwood  seem to be gathered with another white space in the rest of the map 1 other teams to remainder of the two teams i'm being firetrucks 1 2 and 6 team too big firetrucks 3:45,Woods
charlie head got some fire in the town in a g12 i'm making my firefighter to the church where is the nearest water tank number to my engine number 2 is your location yeah i've moved mine i've moved her my to his now when other 7 i'm heading to another 7 so my engines are filling up my age is a filling up from number_7,Fire words
bravo centre water tank up there as well it's the big one that's kind of i quickly because i normally window think has is winterfold  still got a lot of people in it if so we could try focus are if not we could try focus on defending beacon hill,Fire words
bravo team just to confirm locations started locations where we positioning are units go through a starter box one two three and four you can let me know how to trolley i didn't understand repeat please just let me know your fire-units where they're going to be to start with less down a starter units how to seam fire-unit 1 will be going to trenchwood buying a two will be going to wildwood campsite and fire-unit_3 i'm going to place a castlehill hospital can you repeat 45-minute to please our unit 2a wildwood  campsite,Directions
100 people in thetford i will fall back onto the main buildings in due course for screen for western camera tell me when you want me to move a,Buildings
this is bravo does it mention a second location it just says the festival goes enjoy food tricks tenders camping and beer garden and then that that's it doesn't say where it is thinking sorry i'm thinking maybe it's wildwood  cos that's the only one that has a campsite oh no chance would have a campsite as well never mind we can work under the assumption that it is wildwood  highly swanton and cover,Named Locations
yeah i'm on the first on the south high-rise with truck 9 evacuating 3 people as we speak other rather team in zulu 21 contact with fire3,Rescue words
this is bravo i'm going to send one water tanker further my water tank up to hide the new forest in front of newtown by the campsite position my fire engine just outside the charville,Fire words
roger are you expecting people from the police station over,Buildings
alpha mic for just to confirm that the far is not going round that way of it,Communications
will send to firetrucks in between inward have one firetrucks in on the campsite wildwood  over,Fire words
alpha is it worth of sending some the firetrucks to the other areas to check the amount of people there over,Fire words
alpha the police station at woodside has no pax title callsigns of the campsite at wychwoodis empty over,Buildings
charlie thank you going to keep moving bright if you could as well will follow,Communications
the religious buildings at p22 in breydon or the one at a g4 in holvern but it doesn't specifically say it at whatever but somewhere there's going to be a larger group services,Named Locations
charlie here report saying there's a religious sunday it doesn't say where they on the map ok so possibly people around the church in breydon or holvern i have a newspaper report that suggest that the football team of the breydon strikers that really quite happy with themselves so i think the sunday is probably going to call be part of that so i reckon it's going to be the church in brayden yeah so i think maybe focus our efforts on people and brayden but also looking out for the in places like thetford and worthington shopping centres,Reasoning words
bravo confirm your firetruck number 3 is running low back going to get some now mate title callsigns is it worth a split up the firetrucks billingham and the prepping for the next,Fire words
considering the greenhills he larger population centre i think we should move a firetrucks at 3:45 to block x-ray and then team one that is one and two to block yankee,Fire words
charlie's so fire at c3 is going to be a priority not forgetting 20 but haven't found a lot people there at the moment after borrow can you get a logistics near c3 get to religious area in holvernu nderneath holbeechwood to see if we can let it go or need to save someone,Named Locations
charlie just to confirm lowtown hospice empty or has not been checked maybe hospital is empty on reflection and sending another unit up to a m4 just in case cos it's close to greenhill people in building another area of priority wind moving west self to protect greenhill hospital fires located units still but maybe moving around to make sure,Directions
bravo have you checked the hospital in castlehill at the moment that was previously empty other large building in cost hills also empty look like my farthest house i just checked coronavirus as well because we can't see everything location please so i can fill up stations suggest questions have we checked up north and,Directions
a long time to even know 10 people from a building into the safe zone and some of the buildings in take 100 people so the small building yes for large buildings we can have to take the light building over,Buildings
this is bravo i think sending people to check in at the castleton population cos i think that might be quiet around the police station police station in bolton as well,Rescue words
charlie just to confirm lowtown hospice empty or has not been checked maybe hospital is empty on reflection and sending another unit up to a m4 just in case cos it's close to greenhill people in building another area of priority wind moving west self to protect greenhill hospital fires located units still but maybe moving around to make sure,Rescue words
bravo where you're going to be one of my units are next to winterfold search castlehill i've got one firetrucks surge on underwood and one set your winterfold and no one in castlehill couple of people in underwood so far is going to move towards malton by the wind alcohol move my free towards malton to deal with the fire just i'll make mine too ok 39 area officer,Woods
this is alpha confirm,Communications
on the east sidet his is one of the central time zone you have 3 minutes to further plan your approach with the scenario map and newspaper intelligence reports available epping breydon and brightwood copy i will concentrate as i have 4 units on astley hold over,Named Locations
charlie do you want you to down to co27ra toll fire spreading rapidly northeast of lowtown units to my location confirm forest heading towards lowtown ever,Fire words
charlie temple do that next exact,Communications
charlie cutting in there's no one at chatsworth campsite so do not focus on over,Communications
roger fires in epping with up against 6 at the moment as well over,Fire words
winterfold on fire in the north and east of,Named Locations
charlie what location is a fire at the moment,Fire words
charlie can you move to,Communications
alpha left-hand side say again if you could check westhill lowtown  yeah ok yeah i've got a cottage hospital that's been going to be kept open which has been kept open so lowtown  and greenhill likely they have people in them out of a yeah i'll take esterly  westhill malton and,Action words
yeah i'll try and stop it with six music ross 203 and then 5 and 4 and 5 try and stop it heading but the south of fire is on the campsite with 104 personnel should the fire make it to wildwood  understood can you move your eight up to obd2 screen north of wildwood  mine moving towards castlethill i think we got that contain out once we get this southern aspect of the fire dealt with active 345 lent start looking towards north but currently no sign of fire in and other looks like we're pushing it now to the westside wildwood  for hanley as well i didn't finish clearing hanley that india 39 has 1 pax india 38 and juliet 39 were clear and the church was clear 7 to refill is that going to stop me from being able to protect those people travelled esterly you should have dealt with that fire now so you can release 7 to refuel other one and two to refill can you move 8 to screen the fire to the west cast it's gone out i think that we've got a grip of this fire in the southwest we push up to the northeast look at the progressing over,Rescue words
roger oscar 250321 romeo 22 wilco enroute single pax here so i'm just going to leave a letter cover,Rescue words
this is alpha i'm happy to do that in terms of fighting the fire i think based on the we should probably just dispatch all units to try and cut it from the source over,Fire words
charlie woodside could be within a fire in line of this fire if it moves to the north over,Woods
charlie also out just left of castleton all units is out of water and sending 7 now,Named Locations
esterly direction towards that could wood and the south east 10 now and darren one grey squirrel confirm what you want foxtrot six wind direction change south-north advert i'm going to suggest i go down south of brightwood to block given that often although i suggest,Named Locations
charlie noted thank you,Communications
charlie confirm,Communications
i am currently waiting for my fire-engines to make it to castleton  castlehill when is pretty much burnt out castlehill is empty of people it's only the police station has got any people in it so if we just leaving engine on there i think we can ignore that fire over,Rescue words
to oldtown or whatever to woodside could you give me the coordinates of people at old time please over,Rescue words
alpha to foxtrot 12 of,Communications
at all how are you saying that we do not know find a team doctor 87/12 winterford going to check the campsite and transferred over,Action words
charlie great to hear how many have you not had a chance to check over,Action words
this is charlie in the case of fire in my location on denston and i've got a full tank still have the top 2 having one in each epoch is a low-risk target,Directions
this is charlie know the one and the people in there also beaconhill aa19 has been cleared and i'm british all winterfold is now clear as well that's amazing thank you,Rescue words
fire truck screen to the west of thetford just behind fire truck4 over,Fire words
charlie is it then any other information on that conference centre,Intel (from newspapers)
bravo canadian echo report that there is going to be a royal visit suggested could be prince william or kate middleton and it's part of the royal businesses and community during their canada visit tour of a shopping centre at a visit significant boost as local shopping centre was been struggling due to declining football local businesses hoping it works large crowds to the centre to help with vitalized economy there is no name of where the shopping centre actually is my local team football success in vicinity of breydon which is right but that's that all the relevant information there is just successful and,Intel (from newspapers)
charlie nothing is yet just to make sure it doesn't turn over,Communications
this is charlie are you content for me to send my second received is up to the top corner fire-truck one there's a water tank next to you thank you firetrap 6 only have 16 is about to run out of water i'll head over,Fire words
bravo sending a blanket henley and wildwood  in location golf 3500 campsite was empty over,Directions
charlie i can't evacuate anyone from also is it worth us just pushing on to a new location yeah i think malton pretty much saved i'm moving my firetrucks now in anticipation down to the block of underwood and castlehill over,Fire words
after all fire was contained when i left for those who require water there is water at november 31 that's november 31 second water truck with uniform 2026 the map of central station and full with water after all just checking west to esterlyto make sure there's nothing has come that way as well after i am now seeing fires it has read reached the middle of low town and going west rubber door copy tab load empty has been confirmed i wouldn't trust me over,Named Locations
charlie copy to i have an article from the canadian echo telling us the faith leaders are coming to for an interfaith family fun day the local community potentially any local community unlikely to be either of the two churches virtually anywhere in the areas of potential for lots of people pixie townsend directors of confirm that plan i'm only thing that makes me a little nervous is the individual dwellings to in the woods on the west single campsite that third single house over,Intel (from newspapers)
charlie team just cutting across i've confirmed the population of beaconhill is circa 6 people over,Hills and Forests
bravo i just checking as a formative other team my team is now pretty committed and fighting the fire in vicinity of wildwood  and hanley,Named Locations
charlie are sent by engine to lowtown then i've just had a hospital in greenhill so maybe some bad feeling if the green hill has had any negative impact from the lowtown hospital getting someone's attention yeah i'm sending a a fire engine there now just to have a look at population,Named Locations
charlie i'm looking to move people into the hospital if we can protect the hospital in swanton over,Rescue words
bravo which were used under your units initially travel woodside and greenhill to start with,Hills and Forests
alpha for spotted on the eastern edge of winterfold is clear you want to replen your browser's and then position southall for the baseline 3 months old and beaconhill other,Fire words
this is bravo i have a feeling that the fire is heading towards the course it is send my fire-truck,Fire words
roger in which case you can send one of your vehicle to castleton and the other two to hand in swanton with then every population center however just know that we are then going to be quite split if we do need to regroup somewhere in the north of understood with the festival is it worth on the way through to these locations just dropping off at the campsites in trenchwood  and wildwood  music festival but there is no one on the map call hazeycopse and that's why sounds like a good plan that and if you could keep telling me which buildings are clear and have people are maxed out on mine,Named Locations
alpha can be prepared to send spot you are aware moving quite quick to greenhill and fire spreading towards lowtown  from the central location i'm going to my two units to the southwest of the direction of travel of the fibre lowtown  cleared of civilians a fire seems to be having the direction of lowtown  other suggest you can give me a hand greenhill not showing the number to villiers better lowtown  empty so i should be able to deal with that one of it hi,Hills and Forests
charlie there is a brightwood with the necessary chat to people to check it only one wind and down that brightwood iris tired near holbeechwood on the top of that five we can,Action words
y vehicle on route to hospital in lowtown over,Buildings
charlie holvern church have 108 people in stadium 108 holvern is more than half of our attention population we need to be prepared to holvern over,Named Locations
roger actually another three on just checked it's medium priority i think to locate the large population in the shopping centre and i've just found it thetford has 7 in high rise building knowledge,Directions
bravo hood top 1 companies going to try and block it sometime get the particles south rather than west tried to take the campsite 6202z camp the woods 72 refill water callsigns fire completely engulfed trench would a movie both winterfold and beaconhill over,Named Locations
this is bravo so so he sent you pop to charville and oldtown and maybe we're still needs to be to have a look for populations that sounds good too soft yeah find out who's we're so because we do not have much in the way of intelligence to wear my trouble bike out yeah,Action words
alpha your protecting squirrels good job newforest appears to be contained in this group as well fire in at 11 is going to burn out over,Hills and Forests
bravo confirming a royal visit location and working on now got something about faith leaders coming together with recent incidents of tolerance of likely need to check churches first for logic a,Intel (from newspapers)
there so yeah i think focusing attentions on thetford would be is,Reasoning words
roger just moving across now 16 moving across the thetford now yes confirm your water is please over,Named Locations
charlie ok camp priority is hospital at greenhill any other locations newforest oldtown is basically empty released in the large buildings sending one unit i am 4 and 1 to you 25 having all three 5 units near u25,Directions
charlie if you send a rescue unit to holvern and one to worthington and then,Named Locations
charlie i'm trying to fill from 8 please keep near me the number_6 stationary,Action words
this is bravo i was at the trenchwood campsite in that case we do not know where the music festival is it can't be anywhere else because there's no other places people will be shall we set between shall we get shall we protect malta then police station police station and then everybody else between liquid and the police station in malton and then we can ignore the ignore the one that's breaking out i'm near castleton with a good chat depends how fast it goes if it gets that castle hill wind coming from the southeast,Reasoning words
bravo eight because there's a lot of people in charville over,Rescue words
charlie unknown depends is more if a fire occurs closer to it i think it looks like the southeast fire is control controllable,Fire words
charlie's siri i do not think it's possible to get back i will have to use the firewall at this point at 6 north along with along with that one team fight fire at holbeechwood is holvern is no point,Named Locations
bravo copied it does have beyonce bruno mars and kendrick lamar those so we had looked to get the fires we're on our way i will the population of hanley and swanton when there's no estas i'll take malton winterfold  and beaconhill to the north ever,Named Locations
charlie in please i'm just north of thetfordwood on the right hand side of it over,Woods
charlie is it worth you also looking at worthington just because they're closer and then we thetford epping and astley holvern was going to suggest giving the location of the safe so if i break for you close to thetford and breydon is it worth and,Reasoning words
bravo agreed there anything is to conference centres could somewhere like shovel or oldtownhaving big buildings then to be discombobulated starting somewhere your,Buildings
this is alpha just a unit on battlefield 1,Communications
rather copied half term i can't see any anything i know you can't ignore me still tracking down at astley appeared clear of any fire does a langdalewood higher after all campsite in brightwood empty at all living or 5 minutes back to central location child keep my personal vehicle in the north and move once the self having just double check that forever,Action words
received,Other
alpha i'm watching the same position will be on campsite in five ignited,Communications
this is bravo castleton it is very likely to be busy beaconhill is potentially to be busy and probably are individuals both in hanley and swanton,Named Locations
bravo got a tanker moving to winterfold,Named Locations
alpha is checking thetford epping and breyden that would be really good if you could do that thank you,Named Locations
i can say is i think we should like this girls die,Reasoning words
charlie deco delta echo for just extracting the last people from breyden and then that will be all extracted from that location over,Directions
bravo so what i'll do with my 3 vehicles i'll check westhill and esterly  to start off with a priority and then i'll move over,Action words
teams,Other
so my talking about trying to keep the hospital lowtown which the southwest the map open so i could be up in concentration of people,Named Locations
rather once head to breydon and south of langdalewood both my trucks baggage transfer about to be unloaded i'm going to move langdalewood to make sure there's no one there a correction to my last if you head to breydon with your truck sponge we planned extent,Named Locations
charlie thetford got quite a large number buildings to could be that ok so then it sounds like pretty much all of the settlements for going to need a big check so if someone wants to take after being holvern someone takes thetford and breydon and someone does denston and worthington i think there's loads of group so we want to come over,Reasoning words
charlie deco delta echo for just extracting the last people from breyden and then that will be all extracted from that location over,Rescue words
this is currently can't find any greenhill think we may have contained it but if everyone could keep searching round and i am in a h 15 and there is no fire in my little square around that it is play i'm a v8 and there's no fire around there i'm also around the grey rescue point there's no flies i can see they're either,Hills and Forests
alpha juliet one over,Communications
roger having difficulty controlling the fire is approaches castleton perimeter building now on fire can you move your 7720 on route now a fire fighting in castleton ineffective where would you like me to come now i would just put your firetrucks on to the buildings that haven't left yet so they put them out as the pie hits and then we'll adjust from there probably to underwood,Buildings
roger i'm going to send my resupply truck down to check the one in the south of castleton see whether there's any evidence that may be where there's a mass gathering,Named Locations
charlie recce circles and then i'll take them in a minute i'll just make a note that there are people that are over,Action words
there now personal whether private or beaconhill is under threat to prioritise or someone you know is for beaconhill after,Hills and Forests
bravo the campsite at wildwood has 100 people in it repeat 104 age to evacuate that sorry vicinity we will need to protect rather than evacuated,Woods
this is charlie struggling to see you how the fire is going i think it's going very suddenly almost southeast trenchwood  can you confirm that someone checked the 20 attending it's empty over,Action words
bravo team fire at trenchwood  appeers to be coming down towards beaconhill to see if there is any sign of it spreading towards winterfall as well over,Fire words
my head southeast into swanton son looking at that creates want to know over,Named Locations
personnel from town can somebody confirm where the fire is spreading north of newforest over,Fire words
